epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625494051503,2021-07-05T10.07.31.503,3.612,0.982,-0.038,-0.108
1625494051513,2021-07-05T10.07.31.513,3.622,0.986,-0.036,-0.106
1625494051524,2021-07-05T10.07.31.524,3.633,0.987,-0.038,-0.107
1625494051534,2021-07-05T10.07.31.534,3.643,0.986,-0.038,-0.107
1625494051544,2021-07-05T10.07.31.544,3.653,0.985,-0.040,-0.109
1625494051554,2021-07-05T10.07.31.554,3.663,0.983,-0.036,-0.107
1625494051565,2021-07-05T10.07.31.565,3.674,0.985,-0.037,-0.108
1625494051575,2021-07-05T10.07.31.575,3.684,0.984,-0.038,-0.106
1625494051585,2021-07-05T10.07.31.585,3.694,0.984,-0.038,-0.105
1625494051595,2021-07-05T10.07.31.595,3.704,0.985,-0.037,-0.105
1625494051604,2021-07-05T10.07.31.604,3.713,0.987,-0.036,-0.104
1625494051614,2021-07-05T10.07.31.614,3.723,0.986,-0.039,-0.105
1625494051625,2021-07-05T10.07.31.625,3.734,0.988,-0.039,-0.107
1625494051635,2021-07-05T10.07.31.635,3.744,0.988,-0.038,-0.107
1625494051645,2021-07-05T10.07.31.645,3.754,0.983,-0.038,-0.108
1625494051655,2021-07-05T10.07.31.655,3.764,0.983,-0.039,-0.109
1625494051666,2021-07-05T10.07.31.666,3.775,0.985,-0.035,-0.109
1625494051676,2021-07-05T10.07.31.676,3.785,0.986,-0.036,-0.106
1625494051686,2021-07-05T10.07.31.686,3.795,0.984,-0.039,-0.110
1625494051697,2021-07-05T10.07.31.697,3.806,0.987,-0.039,-0.111
1625494051707,2021-07-05T10.07.31.707,3.816,0.983,-0.037,-0.107
1625494051716,2021-07-05T10.07.31.716,3.825,0.985,-0.038,-0.108
1625494051726,2021-07-05T10.07.31.726,3.835,0.985,-0.036,-0.109
1625494051736,2021-07-05T10.07.31.736,3.845,0.985,-0.037,-0.108
1625494051746,2021-07-05T10.07.31.746,3.855,0.983,-0.037,-0.106
1625494051757,2021-07-05T10.07.31.757,3.866,0.986,-0.037,-0.107
1625494051767,2021-07-05T10.07.31.767,3.876,0.985,-0.039,-0.104
1625494051777,2021-07-05T10.07.31.777,3.886,0.985,-0.041,-0.111
1625494051787,2021-07-05T10.07.31.787,3.896,0.985,-0.039,-0.109
1625494051798,2021-07-05T10.07.31.798,3.907,0.986,-0.037,-0.111
1625494051808,2021-07-05T10.07.31.808,3.917,0.984,-0.037,-0.107
1625494051818,2021-07-05T10.07.31.818,3.927,0.983,-0.039,-0.106
1625494051827,2021-07-05T10.07.31.827,3.936,0.984,-0.039,-0.105
1625494051837,2021-07-05T10.07.31.837,3.946,0.986,-0.040,-0.105
1625494051847,2021-07-05T10.07.31.847,3.956,0.987,-0.039,-0.107
1625494051858,2021-07-05T10.07.31.858,3.967,0.985,-0.040,-0.105
1625494051868,2021-07-05T10.07.31.868,3.977,0.986,-0.039,-0.109
1625494051878,2021-07-05T10.07.31.878,3.987,0.986,-0.038,-0.104
1625494051888,2021-07-05T10.07.31.888,3.997,0.984,-0.036,-0.108
1625494051899,2021-07-05T10.07.31.899,4.008,0.984,-0.037,-0.106
1625494051909,2021-07-05T10.07.31.909,4.018,0.983,-0.038,-0.108
1625494051919,2021-07-05T10.07.31.919,4.028,0.987,-0.038,-0.104
1625494051929,2021-07-05T10.07.31.929,4.038,0.986,-0.037,-0.106
1625494051938,2021-07-05T10.07.31.938,4.047,0.986,-0.037,-0.109
1625494051948,2021-07-05T10.07.31.948,4.057,0.985,-0.038,-0.108
1625494051959,2021-07-05T10.07.31.959,4.068,0.983,-0.039,-0.106
1625494051969,2021-07-05T10.07.31.969,4.078,0.984,-0.038,-0.106
1625494051979,2021-07-05T10.07.31.979,4.088,0.985,-0.038,-0.106
1625494051989,2021-07-05T10.07.31.989,4.098,0.987,-0.036,-0.106
1625494052000,2021-07-05T10.07.32.000,4.109,0.985,-0.038,-0.106
1625494052010,2021-07-05T10.07.32.010,4.119,0.986,-0.039,-0.105
1625494052020,2021-07-05T10.07.32.020,4.129,0.985,-0.037,-0.104
1625494052030,2021-07-05T10.07.32.030,4.139,0.986,-0.039,-0.108
1625494052041,2021-07-05T10.07.32.041,4.150,0.985,-0.039,-0.107
1625494052050,2021-07-05T10.07.32.050,4.159,0.984,-0.037,-0.108
1625494052060,2021-07-05T10.07.32.060,4.169,0.984,-0.039,-0.107
1625494052070,2021-07-05T10.07.32.070,4.179,0.986,-0.037,-0.108
1625494052080,2021-07-05T10.07.32.080,4.189,0.984,-0.037,-0.105
1625494052091,2021-07-05T10.07.32.091,4.200,0.987,-0.035,-0.104
1625494052101,2021-07-05T10.07.32.101,4.210,0.987,-0.039,-0.109
1625494052111,2021-07-05T10.07.32.111,4.220,0.986,-0.038,-0.109
1625494052121,2021-07-05T10.07.32.121,4.230,0.985,-0.037,-0.106
1625494052132,2021-07-05T10.07.32.132,4.241,0.986,-0.039,-0.106
1625494052142,2021-07-05T10.07.32.142,4.251,0.987,-0.040,-0.108
1625494052152,2021-07-05T10.07.32.152,4.261,0.987,-0.037,-0.106
1625494052161,2021-07-05T10.07.32.161,4.270,0.984,-0.038,-0.107
1625494052171,2021-07-05T10.07.32.171,4.280,0.983,-0.039,-0.106
1625494052181,2021-07-05T10.07.32.181,4.290,0.986,-0.039,-0.104
1625494052192,2021-07-05T10.07.32.192,4.301,0.986,-0.039,-0.107
1625494052202,2021-07-05T10.07.32.202,4.311,0.984,-0.039,-0.105
1625494052212,2021-07-05T10.07.32.212,4.321,0.984,-0.039,-0.106
1625494052222,2021-07-05T10.07.32.222,4.331,0.984,-0.039,-0.106
1625494052233,2021-07-05T10.07.32.233,4.342,0.984,-0.038,-0.104
1625494052243,2021-07-05T10.07.32.243,4.352,0.984,-0.039,-0.107
1625494052253,2021-07-05T10.07.32.253,4.362,0.988,-0.038,-0.107
1625494052263,2021-07-05T10.07.32.263,4.372,0.985,-0.039,-0.106
1625494052272,2021-07-05T10.07.32.272,4.381,0.985,-0.039,-0.107
1625494052282,2021-07-05T10.07.32.282,4.391,0.984,-0.039,-0.104
1625494052293,2021-07-05T10.07.32.293,4.402,0.985,-0.038,-0.105
1625494052303,2021-07-05T10.07.32.303,4.412,0.986,-0.037,-0.107
1625494052313,2021-07-05T10.07.32.313,4.422,0.986,-0.038,-0.108
1625494052323,2021-07-05T10.07.32.323,4.432,0.983,-0.037,-0.108
1625494052334,2021-07-05T10.07.32.334,4.443,0.985,-0.039,-0.108
1625494052344,2021-07-05T10.07.32.344,4.453,0.988,-0.038,-0.109
1625494052354,2021-07-05T10.07.32.354,4.463,0.985,-0.039,-0.107
1625494052364,2021-07-05T10.07.32.364,4.473,0.987,-0.039,-0.107
1625494052375,2021-07-05T10.07.32.375,4.484,0.983,-0.036,-0.108
1625494052384,2021-07-05T10.07.32.384,4.493,0.985,-0.039,-0.108
1625494052394,2021-07-05T10.07.32.394,4.503,0.986,-0.037,-0.109
1625494052404,2021-07-05T10.07.32.404,4.513,0.984,-0.039,-0.109
1625494052414,2021-07-05T10.07.32.414,4.523,0.984,-0.037,-0.106
1625494052425,2021-07-05T10.07.32.425,4.534,0.985,-0.039,-0.105
1625494052435,2021-07-05T10.07.32.435,4.544,0.983,-0.039,-0.108
1625494052445,2021-07-05T10.07.32.445,4.554,0.987,-0.038,-0.109
1625494052455,2021-07-05T10.07.32.455,4.564,0.988,-0.037,-0.107
1625494052466,2021-07-05T10.07.32.466,4.575,0.987,-0.038,-0.108
1625494052476,2021-07-05T10.07.32.476,4.585,0.985,-0.040,-0.109
1625494052486,2021-07-05T10.07.32.486,4.595,0.985,-0.039,-0.110
1625494052495,2021-07-05T10.07.32.495,4.604,0.987,-0.037,-0.108
1625494052505,2021-07-05T10.07.32.505,4.614,0.988,-0.038,-0.106
1625494052515,2021-07-05T10.07.32.515,4.624,0.985,-0.040,-0.106
1625494052526,2021-07-05T10.07.32.526,4.635,0.987,-0.037,-0.108
1625494052536,2021-07-05T10.07.32.536,4.645,0.986,-0.037,-0.106
1625494052546,2021-07-05T10.07.32.546,4.655,0.987,-0.040,-0.106
1625494052556,2021-07-05T10.07.32.556,4.665,0.983,-0.036,-0.109
1625494052567,2021-07-05T10.07.32.567,4.676,0.983,-0.037,-0.108
1625494052577,2021-07-05T10.07.32.577,4.686,0.986,-0.039,-0.110
1625494052587,2021-07-05T10.07.32.587,4.696,0.989,-0.038,-0.106
1625494052597,2021-07-05T10.07.32.597,4.706,0.988,-0.039,-0.107
1625494052606,2021-07-05T10.07.32.606,4.715,0.985,-0.038,-0.107
1625494052616,2021-07-05T10.07.32.616,4.725,0.982,-0.038,-0.108
1625494052627,2021-07-05T10.07.32.627,4.736,0.984,-0.040,-0.110
1625494052637,2021-07-05T10.07.32.637,4.746,0.987,-0.040,-0.108
1625494052647,2021-07-05T10.07.32.647,4.756,0.989,-0.038,-0.105
1625494052657,2021-07-05T10.07.32.657,4.766,0.987,-0.037,-0.105
1625494052668,2021-07-05T10.07.32.668,4.777,0.984,-0.038,-0.108
1625494052678,2021-07-05T10.07.32.678,4.787,0.984,-0.039,-0.111
1625494052688,2021-07-05T10.07.32.688,4.797,0.986,-0.038,-0.108
1625494052698,2021-07-05T10.07.32.698,4.807,0.986,-0.037,-0.107
1625494052709,2021-07-05T10.07.32.709,4.818,0.985,-0.038,-0.108
1625494052717,2021-07-05T10.07.32.717,4.826,0.985,-0.039,-0.105
1625494052728,2021-07-05T10.07.32.728,4.837,0.984,-0.038,-0.107
1625494052738,2021-07-05T10.07.32.738,4.847,0.984,-0.038,-0.106
1625494052748,2021-07-05T10.07.32.748,4.857,0.987,-0.037,-0.107
1625494052759,2021-07-05T10.07.32.759,4.868,0.987,-0.035,-0.108
1625494052769,2021-07-05T10.07.32.769,4.878,0.985,-0.036,-0.104
1625494052779,2021-07-05T10.07.32.779,4.888,0.983,-0.038,-0.107
1625494052789,2021-07-05T10.07.32.789,4.898,0.982,-0.037,-0.108
1625494052800,2021-07-05T10.07.32.800,4.909,0.986,-0.038,-0.107
1625494052810,2021-07-05T10.07.32.810,4.919,0.987,-0.037,-0.107
1625494052820,2021-07-05T10.07.32.820,4.929,0.983,-0.038,-0.104
1625494052829,2021-07-05T10.07.32.829,4.938,0.986,-0.038,-0.107
1625494052839,2021-07-05T10.07.32.839,4.948,0.986,-0.036,-0.109
1625494052849,2021-07-05T10.07.32.849,4.958,0.985,-0.036,-0.108
1625494052860,2021-07-05T10.07.32.860,4.969,0.983,-0.038,-0.107
1625494052870,2021-07-05T10.07.32.870,4.979,0.984,-0.038,-0.108
1625494052880,2021-07-05T10.07.32.880,4.989,0.985,-0.039,-0.105
1625494052890,2021-07-05T10.07.32.890,4.999,0.984,-0.038,-0.105
1625494052901,2021-07-05T10.07.32.901,5.010,0.986,-0.037,-0.108
1625494052911,2021-07-05T10.07.32.911,5.020,0.985,-0.038,-0.105
1625494052921,2021-07-05T10.07.32.921,5.030,0.986,-0.041,-0.107
1625494052931,2021-07-05T10.07.32.931,5.040,0.984,-0.038,-0.110
1625494052942,2021-07-05T10.07.32.942,5.051,0.985,-0.037,-0.109
1625494052950,2021-07-05T10.07.32.950,5.059,0.986,-0.040,-0.107
1625494052961,2021-07-05T10.07.32.961,5.070,0.986,-0.039,-0.106
1625494052971,2021-07-05T10.07.32.971,5.080,0.985,-0.037,-0.105
1625494052981,2021-07-05T10.07.32.981,5.090,0.986,-0.038,-0.105
1625494052991,2021-07-05T10.07.32.991,5.100,0.986,-0.038,-0.109
1625494053002,2021-07-05T10.07.33.002,5.111,0.985,-0.038,-0.106
1625494053012,2021-07-05T10.07.33.012,5.121,0.985,-0.037,-0.106
1625494053022,2021-07-05T10.07.33.022,5.131,0.984,-0.039,-0.107
1625494053032,2021-07-05T10.07.33.032,5.141,0.983,-0.039,-0.107
1625494053043,2021-07-05T10.07.33.043,5.152,0.986,-0.037,-0.106
1625494053053,2021-07-05T10.07.33.053,5.162,0.986,-0.038,-0.108
1625494053062,2021-07-05T10.07.33.062,5.171,0.987,-0.038,-0.107
1625494053072,2021-07-05T10.07.33.072,5.181,0.984,-0.038,-0.108
1625494053082,2021-07-05T10.07.33.082,5.191,0.987,-0.039,-0.107
1625494053092,2021-07-05T10.07.33.092,5.201,0.986,-0.039,-0.107
1625494053103,2021-07-05T10.07.33.103,5.212,0.984,-0.039,-0.106
1625494053113,2021-07-05T10.07.33.113,5.222,0.986,-0.037,-0.107
1625494053123,2021-07-05T10.07.33.123,5.232,0.984,-0.040,-0.105
1625494053134,2021-07-05T10.07.33.134,5.243,0.983,-0.037,-0.106
1625494053144,2021-07-05T10.07.33.144,5.253,0.987,-0.037,-0.106
1625494053154,2021-07-05T10.07.33.154,5.263,0.986,-0.039,-0.107
1625494053163,2021-07-05T10.07.33.163,5.272,0.985,-0.038,-0.105
1625494053173,2021-07-05T10.07.33.173,5.282,0.987,-0.038,-0.110
1625494053183,2021-07-05T10.07.33.183,5.292,0.986,-0.037,-0.109
1625494053194,2021-07-05T10.07.33.194,5.303,0.983,-0.039,-0.106
1625494053204,2021-07-05T10.07.33.204,5.313,0.983,-0.038,-0.107
1625494053214,2021-07-05T10.07.33.214,5.323,0.987,-0.038,-0.107
1625494053224,2021-07-05T10.07.33.224,5.333,0.986,-0.037,-0.108
1625494053235,2021-07-05T10.07.33.235,5.344,0.985,-0.040,-0.108
1625494053245,2021-07-05T10.07.33.245,5.354,0.989,-0.040,-0.109
1625494053255,2021-07-05T10.07.33.255,5.364,0.987,-0.038,-0.107
1625494053265,2021-07-05T10.07.33.265,5.374,0.982,-0.039,-0.104
1625494053274,2021-07-05T10.07.33.274,5.383,0.985,-0.036,-0.108
1625494053284,2021-07-05T10.07.33.284,5.393,0.985,-0.036,-0.110
1625494053295,2021-07-05T10.07.33.295,5.404,0.987,-0.039,-0.109
1625494053305,2021-07-05T10.07.33.305,5.414,0.987,-0.038,-0.108
1625494053315,2021-07-05T10.07.33.315,5.424,0.986,-0.038,-0.107
1625494053325,2021-07-05T10.07.33.325,5.434,0.981,-0.039,-0.104
1625494053336,2021-07-05T10.07.33.336,5.445,0.982,-0.038,-0.107
1625494053346,2021-07-05T10.07.33.346,5.455,0.984,-0.039,-0.107
1625494053356,2021-07-05T10.07.33.356,5.465,0.988,-0.040,-0.107
1625494053366,2021-07-05T10.07.33.366,5.475,0.987,-0.036,-0.107
1625494053377,2021-07-05T10.07.33.377,5.486,0.987,-0.041,-0.109
1625494053385,2021-07-05T10.07.33.385,5.494,0.985,-0.040,-0.106
1625494053396,2021-07-05T10.07.33.396,5.505,0.985,-0.040,-0.107
1625494053406,2021-07-05T10.07.33.406,5.515,0.987,-0.039,-0.109
1625494053416,2021-07-05T10.07.33.416,5.525,0.987,-0.037,-0.106
1625494053426,2021-07-05T10.07.33.426,5.535,0.987,-0.040,-0.106
1625494053437,2021-07-05T10.07.33.437,5.546,0.982,-0.040,-0.110
1625494053447,2021-07-05T10.07.33.447,5.556,0.986,-0.039,-0.109
1625494053457,2021-07-05T10.07.33.457,5.566,0.985,-0.037,-0.109
1625494053467,2021-07-05T10.07.33.467,5.576,0.986,-0.038,-0.109
1625494053478,2021-07-05T10.07.33.478,5.587,0.988,-0.039,-0.107
1625494053488,2021-07-05T10.07.33.488,5.597,0.985,-0.039,-0.107
1625494053497,2021-07-05T10.07.33.497,5.606,0.985,-0.040,-0.104
1625494053507,2021-07-05T10.07.33.507,5.616,0.984,-0.038,-0.106
1625494053517,2021-07-05T10.07.33.517,5.626,0.982,-0.038,-0.108
1625494053528,2021-07-05T10.07.33.528,5.637,0.987,-0.040,-0.109
1625494053538,2021-07-05T10.07.33.538,5.647,0.987,-0.039,-0.105
1625494053548,2021-07-05T10.07.33.548,5.657,0.986,-0.040,-0.110
1625494053558,2021-07-05T10.07.33.558,5.667,0.981,-0.038,-0.106
1625494053569,2021-07-05T10.07.33.569,5.678,0.983,-0.038,-0.105
1625494053579,2021-07-05T10.07.33.579,5.688,0.983,-0.039,-0.106
1625494053589,2021-07-05T10.07.33.589,5.698,0.987,-0.039,-0.106
1625494053599,2021-07-05T10.07.33.599,5.708,0.984,-0.039,-0.105
1625494053608,2021-07-05T10.07.33.608,5.717,0.986,-0.040,-0.105
1625494053618,2021-07-05T10.07.33.618,5.727,0.986,-0.039,-0.105
1625494053629,2021-07-05T10.07.33.629,5.738,0.988,-0.038,-0.106
1625494053639,2021-07-05T10.07.33.639,5.748,0.984,-0.038,-0.105
1625494053649,2021-07-05T10.07.33.649,5.758,0.986,-0.036,-0.107
1625494053659,2021-07-05T10.07.33.659,5.768,0.986,-0.039,-0.110
1625494053670,2021-07-05T10.07.33.670,5.779,0.987,-0.040,-0.108
1625494053680,2021-07-05T10.07.33.680,5.789,0.984,-0.038,-0.106
1625494053690,2021-07-05T10.07.33.690,5.799,0.985,-0.040,-0.108
1625494053700,2021-07-05T10.07.33.700,5.809,0.987,-0.040,-0.107
1625494053709,2021-07-05T10.07.33.709,5.818,0.987,-0.036,-0.107
1625494053719,2021-07-05T10.07.33.719,5.828,0.984,-0.039,-0.109
1625494053730,2021-07-05T10.07.33.730,5.839,0.985,-0.037,-0.108
1625494053740,2021-07-05T10.07.33.740,5.849,0.983,-0.037,-0.105
1625494053750,2021-07-05T10.07.33.750,5.859,0.985,-0.038,-0.107
1625494053760,2021-07-05T10.07.33.760,5.869,0.989,-0.036,-0.111
1625494053771,2021-07-05T10.07.33.771,5.880,0.990,-0.037,-0.108
1625494053781,2021-07-05T10.07.33.781,5.890,0.983,-0.038,-0.107
1625494053791,2021-07-05T10.07.33.791,5.900,0.981,-0.036,-0.106
1625494053801,2021-07-05T10.07.33.801,5.910,0.984,-0.037,-0.107
1625494053812,2021-07-05T10.07.33.812,5.921,0.985,-0.036,-0.105
1625494053822,2021-07-05T10.07.33.822,5.931,0.986,-0.040,-0.106
1625494053831,2021-07-05T10.07.33.831,5.940,0.985,-0.040,-0.107
1625494053841,2021-07-05T10.07.33.841,5.950,0.984,-0.037,-0.106
1625494053851,2021-07-05T10.07.33.851,5.960,0.985,-0.038,-0.105
1625494053862,2021-07-05T10.07.33.862,5.971,0.985,-0.038,-0.106
1625494053872,2021-07-05T10.07.33.872,5.981,0.987,-0.040,-0.106
1625494053882,2021-07-05T10.07.33.882,5.991,0.985,-0.039,-0.104
1625494053892,2021-07-05T10.07.33.892,6.001,0.987,-0.039,-0.107
1625494053903,2021-07-05T10.07.33.903,6.012,0.984,-0.037,-0.106
1625494053913,2021-07-05T10.07.33.913,6.022,0.984,-0.036,-0.106
1625494053923,2021-07-05T10.07.33.923,6.032,0.988,-0.037,-0.106
1625494053933,2021-07-05T10.07.33.933,6.042,0.987,-0.040,-0.106
1625494053942,2021-07-05T10.07.33.942,6.051,0.986,-0.039,-0.107
1625494053952,2021-07-05T10.07.33.952,6.061,0.985,-0.036,-0.107
1625494053963,2021-07-05T10.07.33.963,6.072,0.984,-0.038,-0.106
1625494053973,2021-07-05T10.07.33.973,6.082,0.985,-0.040,-0.106
1625494053983,2021-07-05T10.07.33.983,6.092,0.985,-0.039,-0.107
1625494053993,2021-07-05T10.07.33.993,6.102,0.985,-0.039,-0.110
1625494054004,2021-07-05T10.07.34.004,6.113,0.983,-0.038,-0.106
1625494054014,2021-07-05T10.07.34.014,6.123,0.983,-0.038,-0.106
1625494054024,2021-07-05T10.07.34.024,6.133,0.986,-0.037,-0.107
1625494054034,2021-07-05T10.07.34.034,6.143,0.985,-0.037,-0.104
1625494054043,2021-07-05T10.07.34.043,6.152,0.985,-0.037,-0.108
1625494054053,2021-07-05T10.07.34.053,6.162,0.985,-0.037,-0.107
1625494054064,2021-07-05T10.07.34.064,6.173,0.987,-0.037,-0.105
1625494054074,2021-07-05T10.07.34.074,6.183,0.984,-0.038,-0.107
1625494054084,2021-07-05T10.07.34.084,6.193,0.983,-0.040,-0.105
1625494054094,2021-07-05T10.07.34.094,6.203,0.986,-0.040,-0.108
1625494054105,2021-07-05T10.07.34.105,6.214,0.987,-0.037,-0.110
1625494054115,2021-07-05T10.07.34.115,6.224,0.985,-0.037,-0.105
1625494054125,2021-07-05T10.07.34.125,6.234,0.988,-0.037,-0.106
1625494054135,2021-07-05T10.07.34.135,6.244,0.985,-0.036,-0.108
1625494054146,2021-07-05T10.07.34.146,6.255,0.984,-0.036,-0.106
1625494054155,2021-07-05T10.07.34.155,6.264,0.983,-0.037,-0.108
1625494054165,2021-07-05T10.07.34.165,6.274,0.984,-0.040,-0.107
1625494054175,2021-07-05T10.07.34.175,6.284,0.986,-0.039,-0.106
1625494054185,2021-07-05T10.07.34.185,6.294,0.986,-0.038,-0.103
1625494054196,2021-07-05T10.07.34.196,6.305,0.988,-0.040,-0.108
1625494054206,2021-07-05T10.07.34.206,6.315,0.985,-0.042,-0.109
1625494054216,2021-07-05T10.07.34.216,6.325,0.985,-0.041,-0.105
1625494054226,2021-07-05T10.07.34.226,6.335,0.986,-0.039,-0.106
1625494054237,2021-07-05T10.07.34.237,6.346,0.986,-0.038,-0.108
1625494054247,2021-07-05T10.07.34.247,6.356,0.982,-0.038,-0.108
1625494054257,2021-07-05T10.07.34.257,6.366,0.984,-0.037,-0.108
1625494054266,2021-07-05T10.07.34.266,6.375,0.987,-0.036,-0.106
1625494054276,2021-07-05T10.07.34.276,6.385,0.987,-0.036,-0.107
1625494054286,2021-07-05T10.07.34.286,6.395,0.986,-0.038,-0.110
1625494054297,2021-07-05T10.07.34.297,6.406,0.989,-0.037,-0.111
1625494054307,2021-07-05T10.07.34.307,6.416,0.986,-0.038,-0.107
1625494054317,2021-07-05T10.07.34.317,6.426,0.985,-0.038,-0.107
1625494054327,2021-07-05T10.07.34.327,6.436,0.986,-0.039,-0.109
1625494054338,2021-07-05T10.07.34.338,6.447,0.988,-0.039,-0.109
1625494054348,2021-07-05T10.07.34.348,6.457,0.985,-0.039,-0.107
1625494054358,2021-07-05T10.07.34.358,6.467,0.984,-0.040,-0.107
1625494054368,2021-07-05T10.07.34.368,6.477,0.984,-0.039,-0.106
1625494054377,2021-07-05T10.07.34.377,6.486,0.984,-0.036,-0.108
1625494054387,2021-07-05T10.07.34.387,6.496,0.986,-0.038,-0.108
1625494054398,2021-07-05T10.07.34.398,6.507,0.983,-0.037,-0.107
1625494054408,2021-07-05T10.07.34.408,6.517,0.985,-0.038,-0.104
1625494054418,2021-07-05T10.07.34.418,6.527,0.987,-0.039,-0.106
1625494054428,2021-07-05T10.07.34.428,6.537,0.985,-0.039,-0.106
1625494054439,2021-07-05T10.07.34.439,6.548,0.989,-0.038,-0.107
1625494054449,2021-07-05T10.07.34.449,6.558,0.984,-0.038,-0.108
1625494054459,2021-07-05T10.07.34.459,6.568,0.985,-0.039,-0.108
1625494054469,2021-07-05T10.07.34.469,6.578,0.987,-0.038,-0.108
1625494054480,2021-07-05T10.07.34.480,6.589,0.985,-0.039,-0.105
1625494054488,2021-07-05T10.07.34.488,6.597,0.984,-0.039,-0.106
1625494054499,2021-07-05T10.07.34.499,6.608,0.984,-0.038,-0.107
1625494054509,2021-07-05T10.07.34.509,6.618,0.986,-0.039,-0.106
1625494054519,2021-07-05T10.07.34.519,6.628,0.986,-0.036,-0.106
1625494054530,2021-07-05T10.07.34.530,6.639,0.986,-0.040,-0.108
1625494054540,2021-07-05T10.07.34.540,6.649,0.984,-0.040,-0.109
1625494054550,2021-07-05T10.07.34.550,6.659,0.984,-0.039,-0.108
1625494054560,2021-07-05T10.07.34.560,6.669,0.983,-0.037,-0.106
1625494054571,2021-07-05T10.07.34.571,6.680,0.984,-0.037,-0.108
1625494054581,2021-07-05T10.07.34.581,6.690,0.986,-0.039,-0.107
1625494054591,2021-07-05T10.07.34.591,6.700,0.988,-0.039,-0.108
1625494054600,2021-07-05T10.07.34.600,6.709,0.984,-0.038,-0.109
1625494054610,2021-07-05T10.07.34.610,6.719,0.985,-0.040,-0.107
1625494054620,2021-07-05T10.07.34.620,6.729,0.984,-0.038,-0.101
1625494054631,2021-07-05T10.07.34.631,6.740,0.987,-0.037,-0.105
1625494054641,2021-07-05T10.07.34.641,6.750,0.985,-0.037,-0.106
1625494054651,2021-07-05T10.07.34.651,6.760,0.983,-0.039,-0.106
1625494054661,2021-07-05T10.07.34.661,6.770,0.985,-0.042,-0.108
1625494054672,2021-07-05T10.07.34.672,6.781,0.985,-0.041,-0.106
1625494054682,2021-07-05T10.07.34.682,6.791,0.990,-0.037,-0.106
1625494054692,2021-07-05T10.07.34.692,6.801,0.986,-0.028,-0.100
1625494054702,2021-07-05T10.07.34.702,6.811,0.984,-0.036,-0.109
1625494054711,2021-07-05T10.07.34.711,6.820,0.979,-0.037,-0.109
1625494054721,2021-07-05T10.07.34.721,6.830,0.984,-0.043,-0.111
1625494054732,2021-07-05T10.07.34.732,6.841,0.993,-0.043,-0.112
1625494054742,2021-07-05T10.07.34.742,6.851,0.988,-0.041,-0.104
1625494054752,2021-07-05T10.07.34.752,6.861,0.987,-0.034,-0.106
1625494054762,2021-07-05T10.07.34.762,6.871,0.979,-0.036,-0.104
1625494054773,2021-07-05T10.07.34.773,6.882,0.980,-0.040,-0.109
1625494054783,2021-07-05T10.07.34.783,6.892,0.983,-0.042,-0.106
1625494054793,2021-07-05T10.07.34.793,6.902,0.991,-0.040,-0.105
1625494054803,2021-07-05T10.07.34.803,6.912,0.984,-0.033,-0.104
1625494054814,2021-07-05T10.07.34.814,6.923,0.980,-0.034,-0.103
1625494054822,2021-07-05T10.07.34.822,6.931,0.983,-0.034,-0.108
1625494054833,2021-07-05T10.07.34.833,6.942,0.987,-0.041,-0.106
1625494054843,2021-07-05T10.07.34.843,6.952,0.986,-0.042,-0.108
1625494054853,2021-07-05T10.07.34.853,6.962,0.995,-0.039,-0.109
1625494054863,2021-07-05T10.07.34.863,6.972,0.980,-0.038,-0.104
1625494054874,2021-07-05T10.07.34.874,6.983,0.981,-0.036,-0.107
1625494054884,2021-07-05T10.07.34.884,6.993,0.973,-0.035,-0.102
1625494054894,2021-07-05T10.07.34.894,7.003,0.980,-0.049,-0.105
1625494054905,2021-07-05T10.07.34.905,7.014,0.979,-0.038,-0.103
1625494054915,2021-07-05T10.07.34.915,7.024,0.992,-0.036,-0.105
1625494054925,2021-07-05T10.07.34.925,7.034,1.002,-0.039,-0.109
1625494054934,2021-07-05T10.07.34.934,7.043,0.978,-0.034,-0.105
1625494054944,2021-07-05T10.07.34.944,7.053,0.967,-0.048,-0.098
1625494054954,2021-07-05T10.07.34.954,7.063,0.981,-0.045,-0.101
1625494054965,2021-07-05T10.07.34.965,7.074,0.983,-0.037,-0.097
1625494054975,2021-07-05T10.07.34.975,7.084,1.023,-0.031,-0.110
1625494054985,2021-07-05T10.07.34.985,7.094,0.982,-0.021,-0.103
